run_key,campaign,method,family,scenario,ratio,variant,execution_profile,status,destination,copy_source,provenance
phase2a_scenario_search|gan|boolean|D|R50|BASE,phase2a_scenario_search,gan,boolean,D,50,BASE,mini,completed,phase2a_scenario_search/gan/boolean/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\boolean\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/boolean/D/R50
phase2a_scenario_search|gan|boolean|E|R50|BASE,phase2a_scenario_search,gan,boolean,E,50,BASE,mini,completed,phase2a_scenario_search/gan/boolean/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\boolean\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/boolean/E/R50
phase2a_scenario_search|gan|boolean|F|R50|BASE,phase2a_scenario_search,gan,boolean,F,50,BASE,mini,completed,phase2a_scenario_search/gan/boolean/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\boolean\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/boolean/F/R50
phase2a_scenario_search|gan|error|A|R50|BASE,phase2a_scenario_search,gan,error,A,50,BASE,mini,completed,phase2a_scenario_search/gan/error/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\error\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/error/A/R50
phase2a_scenario_search|gan|error|B|R50|BASE,phase2a_scenario_search,gan,error,B,50,BASE,mini,completed,phase2a_scenario_search/gan/error/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\error\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/error/B/R50
phase2a_scenario_search|gan|error|C|R50|BASE,phase2a_scenario_search,gan,error,C,50,BASE,mini,completed,phase2a_scenario_search/gan/error/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\error\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/error/C/R50
phase2a_scenario_search|gan|error|D|R50|BASE,phase2a_scenario_search,gan,error,D,50,BASE,mini,completed,phase2a_scenario_search/gan/error/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\error\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/error/D/R50
phase2a_scenario_search|gan|error|E|R50|BASE,phase2a_scenario_search,gan,error,E,50,BASE,mini,completed,phase2a_scenario_search/gan/error/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\error\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/error/E/R50
phase2a_scenario_search|gan|error|F|R50|BASE,phase2a_scenario_search,gan,error,F,50,BASE,mini,completed,phase2a_scenario_search/gan/error/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\error\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/error/F/R50
phase2a_scenario_search|gan|time|A|R50|BASE,phase2a_scenario_search,gan,time,A,50,BASE,mini,completed,phase2a_scenario_search/gan/time/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\time\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/time/A/R50
phase2a_scenario_search|gan|time|B|R50|BASE,phase2a_scenario_search,gan,time,B,50,BASE,mini,completed,phase2a_scenario_search/gan/time/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\time\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/time/B/R50
phase2a_scenario_search|gan|time|C|R50|BASE,phase2a_scenario_search,gan,time,C,50,BASE,mini,completed,phase2a_scenario_search/gan/time/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\time\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/time/C/R50
phase2a_scenario_search|gan|time|D|R50|BASE,phase2a_scenario_search,gan,time,D,50,BASE,mini,completed,phase2a_scenario_search/gan/time/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\time\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/time/D/R50
phase2a_scenario_search|gan|time|E|R50|BASE,phase2a_scenario_search,gan,time,E,50,BASE,mini,completed,phase2a_scenario_search/gan/time/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\time\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/time/E/R50
phase2a_scenario_search|gan|time|F|R50|BASE,phase2a_scenario_search,gan,time,F,50,BASE,mini,completed,phase2a_scenario_search/gan/time/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\time\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/time/F/R50
phase2a_scenario_search|gan|union|A|R50|BASE,phase2a_scenario_search,gan,union,A,50,BASE,mini,completed,phase2a_scenario_search/gan/union/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\union\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/union/A/R50
phase2a_scenario_search|gan|union|B|R50|BASE,phase2a_scenario_search,gan,union,B,50,BASE,mini,completed,phase2a_scenario_search/gan/union/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\union\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/union/B/R50
phase2a_scenario_search|gan|union|C|R50|BASE,phase2a_scenario_search,gan,union,C,50,BASE,mini,completed,phase2a_scenario_search/gan/union/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\union\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/union/C/R50
phase2a_scenario_search|gan|union|D|R50|BASE,phase2a_scenario_search,gan,union,D,50,BASE,mini,completed,phase2a_scenario_search/gan/union/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\union\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/union/D/R50
phase2a_scenario_search|gan|union|E|R50|BASE,phase2a_scenario_search,gan,union,E,50,BASE,mini,completed,phase2a_scenario_search/gan/union/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\union\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/union/E/R50
phase2a_scenario_search|gan|union|F|R50|BASE,phase2a_scenario_search,gan,union,F,50,BASE,mini,completed,phase2a_scenario_search/gan/union/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\union\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/union/F/R50
phase2a_scenario_search|seqgan_master|boolean|A|R50|BASE,phase2a_scenario_search,seqgan_master,boolean,A,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/boolean/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\boolean\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/boolean/A/R50
phase2a_scenario_search|seqgan_master|boolean|B|R50|BASE,phase2a_scenario_search,seqgan_master,boolean,B,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/boolean/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\boolean\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/boolean/B/R50
phase2a_scenario_search|seqgan_master|boolean|C|R50|BASE,phase2a_scenario_search,seqgan_master,boolean,C,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/boolean/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\boolean\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/boolean/C/R50
phase2a_scenario_search|seqgan_master|boolean|D|R50|BASE,phase2a_scenario_search,seqgan_master,boolean,D,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/boolean/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\boolean\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/boolean/D/R50
phase2a_scenario_search|seqgan_master|boolean|E|R50|BASE,phase2a_scenario_search,seqgan_master,boolean,E,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/boolean/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\boolean\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/boolean/E/R50
phase2a_scenario_search|seqgan_master|boolean|F|R50|BASE,phase2a_scenario_search,seqgan_master,boolean,F,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/boolean/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\boolean\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/boolean/F/R50
phase2a_scenario_search|seqgan_master|error|A|R50|BASE,phase2a_scenario_search,seqgan_master,error,A,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/error/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\error\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/error/A/R50
phase2a_scenario_search|seqgan_master|error|B|R50|BASE,phase2a_scenario_search,seqgan_master,error,B,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/error/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\error\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/error/B/R50
phase2a_scenario_search|seqgan_master|error|C|R50|BASE,phase2a_scenario_search,seqgan_master,error,C,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/error/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\error\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/error/C/R50
phase2a_scenario_search|seqgan_master|error|D|R50|BASE,phase2a_scenario_search,seqgan_master,error,D,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/error/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\error\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/error/D/R50
phase2a_scenario_search|seqgan_master|error|E|R50|BASE,phase2a_scenario_search,seqgan_master,error,E,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/error/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\error\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/error/E/R50
phase2a_scenario_search|seqgan_master|error|F|R50|BASE,phase2a_scenario_search,seqgan_master,error,F,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/error/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\error\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/error/F/R50
phase2a_scenario_search|seqgan_master|time|A|R50|BASE,phase2a_scenario_search,seqgan_master,time,A,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/time/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\time\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/time/A/R50
phase2a_scenario_search|seqgan_master|time|B|R50|BASE,phase2a_scenario_search,seqgan_master,time,B,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/time/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\time\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/time/B/R50
phase2a_scenario_search|seqgan_master|time|C|R50|BASE,phase2a_scenario_search,seqgan_master,time,C,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/time/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\time\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/time/C/R50
phase2a_scenario_search|seqgan_master|time|D|R50|BASE,phase2a_scenario_search,seqgan_master,time,D,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/time/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\time\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/time/D/R50
phase2a_scenario_search|seqgan_master|time|E|R50|BASE,phase2a_scenario_search,seqgan_master,time,E,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/time/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\time\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/time/E/R50
phase2a_scenario_search|seqgan_master|time|F|R50|BASE,phase2a_scenario_search,seqgan_master,time,F,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/time/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\time\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/time/F/R50
phase2a_scenario_search|seqgan_master|union|A|R50|BASE,phase2a_scenario_search,seqgan_master,union,A,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/union/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\union\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/union/A/R50
phase2a_scenario_search|seqgan_master|union|B|R50|BASE,phase2a_scenario_search,seqgan_master,union,B,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/union/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\union\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/union/B/R50
phase2a_scenario_search|seqgan_master|union|C|R50|BASE,phase2a_scenario_search,seqgan_master,union,C,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/union/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\union\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/union/C/R50
phase2a_scenario_search|seqgan_master|union|D|R50|BASE,phase2a_scenario_search,seqgan_master,union,D,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/union/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\union\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/union/D/R50
phase2a_scenario_search|seqgan_master|union|E|R50|BASE,phase2a_scenario_search,seqgan_master,union,E,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/union/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\union\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/union/E/R50
phase2a_scenario_search|seqgan_master|union|F|R50|BASE,phase2a_scenario_search,seqgan_master,union,F,50,BASE,mini,completed,phase2a_scenario_search/seqgan_master/union/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\seqgan_master\union\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_only_mini/phase2a/seqgan_master/union/F/R50
phase2a_scenario_search|smote|boolean|A|R50|BASE,phase2a_scenario_search,smote,boolean,A,50,BASE,mini,completed,phase2a_scenario_search/smote/boolean/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\boolean\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/boolean/A/R50
phase2a_scenario_search|smote|boolean|B|R50|BASE,phase2a_scenario_search,smote,boolean,B,50,BASE,mini,completed,phase2a_scenario_search/smote/boolean/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\boolean\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/boolean/B/R50
phase2a_scenario_search|smote|boolean|C|R50|BASE,phase2a_scenario_search,smote,boolean,C,50,BASE,mini,completed,phase2a_scenario_search/smote/boolean/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\boolean\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/boolean/C/R50
phase2a_scenario_search|smote|boolean|D|R50|BASE,phase2a_scenario_search,smote,boolean,D,50,BASE,mini,completed,phase2a_scenario_search/smote/boolean/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\boolean\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/boolean/D/R50
phase2a_scenario_search|smote|boolean|E|R50|BASE,phase2a_scenario_search,smote,boolean,E,50,BASE,mini,completed,phase2a_scenario_search/smote/boolean/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\boolean\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/boolean/E/R50
phase2a_scenario_search|smote|boolean|F|R50|BASE,phase2a_scenario_search,smote,boolean,F,50,BASE,mini,completed,phase2a_scenario_search/smote/boolean/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\boolean\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/boolean/F/R50
phase2a_scenario_search|smote|error|A|R50|BASE,phase2a_scenario_search,smote,error,A,50,BASE,mini,completed,phase2a_scenario_search/smote/error/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\error\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/error/A/R50
phase2a_scenario_search|smote|error|B|R50|BASE,phase2a_scenario_search,smote,error,B,50,BASE,mini,completed,phase2a_scenario_search/smote/error/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\error\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/error/B/R50
phase2a_scenario_search|smote|error|C|R50|BASE,phase2a_scenario_search,smote,error,C,50,BASE,mini,completed,phase2a_scenario_search/smote/error/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\error\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/error/C/R50
phase2a_scenario_search|smote|error|D|R50|BASE,phase2a_scenario_search,smote,error,D,50,BASE,mini,completed,phase2a_scenario_search/smote/error/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\error\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/error/D/R50
phase2a_scenario_search|smote|error|E|R50|BASE,phase2a_scenario_search,smote,error,E,50,BASE,mini,completed,phase2a_scenario_search/smote/error/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\error\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/error/E/R50
phase2a_scenario_search|smote|error|F|R50|BASE,phase2a_scenario_search,smote,error,F,50,BASE,mini,completed,phase2a_scenario_search/smote/error/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\error\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/error/F/R50
phase2a_scenario_search|smote|time|A|R50|BASE,phase2a_scenario_search,smote,time,A,50,BASE,mini,completed,phase2a_scenario_search/smote/time/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\time\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/time/A/R50
phase2a_scenario_search|smote|time|B|R50|BASE,phase2a_scenario_search,smote,time,B,50,BASE,mini,completed,phase2a_scenario_search/smote/time/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\time\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/time/B/R50
phase2a_scenario_search|smote|time|C|R50|BASE,phase2a_scenario_search,smote,time,C,50,BASE,mini,completed,phase2a_scenario_search/smote/time/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\time\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/time/C/R50
phase2a_scenario_search|smote|time|D|R50|BASE,phase2a_scenario_search,smote,time,D,50,BASE,mini,completed,phase2a_scenario_search/smote/time/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\time\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/time/D/R50
phase2a_scenario_search|smote|time|E|R50|BASE,phase2a_scenario_search,smote,time,E,50,BASE,mini,completed,phase2a_scenario_search/smote/time/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\time\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/time/E/R50
phase2a_scenario_search|smote|time|F|R50|BASE,phase2a_scenario_search,smote,time,F,50,BASE,mini,completed,phase2a_scenario_search/smote/time/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\time\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/time/F/R50
phase2a_scenario_search|smote|union|A|R50|BASE,phase2a_scenario_search,smote,union,A,50,BASE,mini,completed,phase2a_scenario_search/smote/union/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\union\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/union/A/R50
phase2a_scenario_search|smote|union|B|R50|BASE,phase2a_scenario_search,smote,union,B,50,BASE,mini,completed,phase2a_scenario_search/smote/union/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\union\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/union/B/R50
phase2a_scenario_search|smote|union|C|R50|BASE,phase2a_scenario_search,smote,union,C,50,BASE,mini,completed,phase2a_scenario_search/smote/union/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\union\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/union/C/R50
phase2a_scenario_search|smote|union|D|R50|BASE,phase2a_scenario_search,smote,union,D,50,BASE,mini,completed,phase2a_scenario_search/smote/union/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\union\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/union/D/R50
phase2a_scenario_search|smote|union|E|R50|BASE,phase2a_scenario_search,smote,union,E,50,BASE,mini,completed,phase2a_scenario_search/smote/union/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\union\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/union/E/R50
phase2a_scenario_search|smote|union|F|R50|BASE,phase2a_scenario_search,smote,union,F,50,BASE,mini,completed,phase2a_scenario_search/smote/union/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\smote\union\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/smote/union/F/R50
phase2b_ratio_search_medium|ctgan|boolean|D|R100|BASE,phase2b_ratio_search_medium,ctgan,boolean,D,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/D/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\D\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/D/R100
phase2b_ratio_search_medium|ctgan|boolean|D|R10|BASE,phase2b_ratio_search_medium,ctgan,boolean,D,10,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/D/R10/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\D\R10\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/D/R10
phase2b_ratio_search_medium|ctgan|boolean|D|R200|BASE,phase2b_ratio_search_medium,ctgan,boolean,D,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/D/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\D\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/D/R200
phase2b_ratio_search_medium|ctgan|boolean|D|R20|BASE,phase2b_ratio_search_medium,ctgan,boolean,D,20,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/D/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\D\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/D/R20
phase2b_ratio_search_medium|ctgan|boolean|D|R500|BASE,phase2b_ratio_search_medium,ctgan,boolean,D,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/D/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\D\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/D/R500
phase2b_ratio_search_medium|ctgan|boolean|D|R50|BASE,phase2b_ratio_search_medium,ctgan,boolean,D,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/D/R50
phase2b_ratio_search_medium|ctgan|boolean|D|Rfull|BASE,phase2b_ratio_search_medium,ctgan,boolean,D,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/D/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\D\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/D/Rfull
